19526	MP3	Hello There	Cheap Trick
17602	MP3	I Know What I Want	Cheap Trick
16590	WAV	I Want You To Want Me	Cheap Trick
2173	OGG	The Flame	Cheap Trick
3129	WAV	Big Eyes	Cheap Trick
18046	MP3	Ain't That A Shame	Cheap Trick
4057	MP3	The Twist	Chubby Checker
1096	WAV	Let's Twist Again	Chubby Checker
9716	WAV	Gypsies, Tramps and Thieves	Cher
1104	WAV	Wishing You Were Here	Chicago
17405	WAV	Beginnings	Chicago
8215	OGG	(I've Been) Searchin' So Long	Chicago
1147	AIF	Color My World	Chicago
5568	AIF	Feelin' Stronger Every Day	Chicago
8173	AIF	Does Anybody Really Know What Time It Is	Chicago
15961	MP3	Saturday In The Park	Chicago
4974	MP3	25 Or 6 To 4	Chicago
9365	MP3	Just You 'n' Me	Chicago
533	MP3	One Fine Day	The Chiffons
14568	OGG	He's So Fine	The Chiffons
1368	AIF	Heartbeat	Childish Gambino
465	WAV	Don't Walk Away	Toni Childs
10450	MP3	Heavenly Pop Hit	The Chills
7255	MP3	The Chipmunk Song (Christmas Don't Be Late)	The Chipmunks
8002	WAV	Are You Gonna Be There (At The Love In)	The Chocolate Watchband
8345	WAV	Mr. Sandman	The Chordettes
19775	WAV	Lollipop	The Chordettes
977	OGG	Kill For Love	Chromatics
3001	MP3	Back From The Grave	Chromatics
18131	MP3	Tubthumping	Chumbawamba
4978	WAV	Antenna	The Church
19125	MP3	Under The Milky Way	The Church
3127	MP3	Destination	The Church
4127	WAV	Reptile	The Church
2507	WAV	Spark	The Church
952	WAV	Homeboy	Eric Church
2197	OGG	The Mother We Share	CHVRCHES
5046	OGG	Nobody's Fool	Cinderella
3612	MP3	Holy Is Your Name	City On a Hill
2671	WAV	Letters from the Sky	Civil Twilight
14933	WAV	Dying to be Born	Civil Twilight
12278	OGG	Barton Hollow	The Civil Wars
6177	MP3	Venus in Blue Jeans	Jimmy Clanton
14626	WAV	The Skin Of My Yellow Country Teeth	Clap Your Hands Say Yeah
5299	MP3	No Alibis	Eric Clapton
17377	MP3	Knockin' On Heaven's Door	Eric Clapton
11591	MP3	She's Waiting	Eric Clapton
7941	WAV	Layla	Eric Clapton
12150	WAV	Promises	Eric Clapton
18961	OGG	Let It Rain	Eric Clapton
971	MP3	Let It Grow	Eric Clapton
6100	MP3	Tears In Heaven	Eric Clapton
6744	MP3	Cocaine	Eric Clapton
8276	WAV	Motherless Children	Eric Clapton
1725	MP3	Wonderful Tonight	Eric Clapton
13073	OGG	Lay Down Sally	Eric Clapton
1754	MP3	Hello Old Friend	Eric Clapton
8534	WAV	After Midnight (Commercial Version)	Eric Clapton
7444	WAV	Mainline Florida	Eric Clapton
5718	MP3	I've Got A Rock 'n' Roll Heart	Eric Clapton
13456	MP3	After Midnight	Eric Clapton
9986	WAV	I Shot The Sheriff	Eric Clapton
1746	WAV	Miss You	Eric Clapton
457	MP3	It's In The Way That You Use It	Eric Clapton
4440	MP3	Change The World	Eric Clapton
7439	WAV	Too Close	Alex Clare
5636	OGG	Party Lights	Claudine Clark
4877	MP3	Over And Over	The Dave Clark Five
3915	AIF	Glad All Over	The Dave Clark Five
13991	AIF	Catch Us If You Can	The Dave Clark Five
16995	WAV	Bits And Pieces	The Dave Clark Five
5178	MP3	Because	The Dave Clark Five
16253	WAV	Everybody Knows	The Dave Clark Five
11324	WAV	Red And Blue	The Dave Clark Five
5963	AIF	Maze Of Love	The Dave Clark Five
7486	MP3	Can't You See That She's Mine	The Dave Clark Five
11616	MP3	Any Way You Want It	The Dave Clark Five
18571	WAV	I Like It Like That	The Dave Clark Five
7657	MP3	Downtown	Petula Clark
1631	WAV	London Calling	The Clash
10394	WAV	Should I Stay Or Should I Go?	The Clash
9553	WAV	Train in Vain (Stand by Me)	The Clash
18599	WAV	Clash City Rockers	The Clash
10654	MP3	The Guns of Brixton	The Clash
4149	WAV	Rudie Can't Fail	The Clash
7498	AIF	White Riot	The Clash
7919	WAV	Clampdown	The Clash
1494	WAV	Death or Glory	The Clash
12589	MP3	Rock The Casbah	The Clash
8176	MP3	I'm So Bored with the U.S.A.	The Clash
17822	WAV	Brand New Cadillac	The Clash
16389	WAV	Spanish Bombs	The Clash
11922	WAV	Hateful	The Clash
6619	MP3	Know Your Rights	The Clash
6252	AIF	The Right Profile	The Clash
2555	WAV	Wrong 'Em Boyo	The Clash
18664	WAV	Straight To Hell	The Clash
12495	WAV	Lost in the Supermarket	The Clash
12659	OGG	Remote Control	The Clash
5107	MP3	Car Jamming	The Clash
12019	WAV	English Civil War	The Clash
8506	MP3	The Card Cheat	The Clash
2114	AIF	I Fought the Law	The Clash
2088	AIF	I'm Not Down	The Clash
6089	MP3	Jimmy Jazz	The Clash
3346	WAV	(White Man) in Hammersmith Palais	The Clash
2436	MP3	The Magnificent Dance	The Clash
7182	WAV	Spooky	The Classics IV
17786	MP3	They Who Have Nothing	Clear Light
8321	MP3	The Harder They Come	Jimmy Cliff
18842	OGG	I Can See Clearly Now	Jimmy Cliff
17331	WAV	Couldn't Get It Right	The Climax Blues Band
7531	MP3	She's Got You	Patsy Cline
15697	WAV	Why Can't He Be You	Patsy Cline
3144	WAV	Strange	Patsy Cline
14482	OGG	Crazy	Patsy Cline
5834	WAV	Leavin' On Your Mind	Patsy Cline
10081	WAV	So Wrong	Patsy Cline
4438	WAV	I Fall to Pieces	Patsy Cline
14724	OGG	Walkin' After Midnight	Patsy Cline
1628	WAV	Back In Baby's Arms	Patsy Cline
18724	WAV	Just A Closer Walk With Thee	Patsy Cline
16051	MP3	Miss You	Clinic
19432	MP3	Atomic Dog	George Clinton
17559	OGG	Everybody Here Is a Cloud	Cloud Cult
15837	OGG	The Baby: You Were Born	Cloud Cult
14201	WAV	Love Potion No. 9	The Clovers
4732	AIF	Down In Mexico	The Coasters
8169	WAV	Three Cool Cats	The Coasters
13888	WAV	Poison Ivy	The Coasters
16886	OGG	Searchin'	The Coasters
16830	MP3	Yakety Yak	The Coasters
15491	MP3	Young Blood	The Coasters
13742	WAV	Charlie Brown	The Coasters
13016	MP3	Summertime Blues	Eddie Cochran
17048	MP3	Twenty Flight Rock	Eddie Cochran
2316	MP3	C'mon Everybody	Eddie Cochran
6667	WAV	Somerthin' Else	Eddie Cochran
1640	WAV	My Way	Eddie Cochran
19902	OGG	Pacing The Cage	Bruce Cockburn
8908	AIF	If I Had A Rocket Launcher	Bruce Cockburn
15840	MP3	West Coast	Coconut Records
3212	MP3	Nighttiming	Coconut Records
275	AIF	Love's Easy Tears	Cocteau Twins
6726	WAV	Pearly Dewdrops' Drops	Cocteau Twins
19645	MP3	Orange Appled	Cocteau Twins
919	MP3	So Long, Marianne	Leonard Cohen
503	OGG	Hallelujah	Leonard Cohen
2639	WAV	A Thousand Kisses Deep	Leonard Cohen
17830	WAV	Everybody Knows	Leonard Cohen
5918	OGG	Suzanne	Leonard Cohen
13791	MP3	Democracy	Leonard Cohen
10006	MP3	Who By Fire	Leonard Cohen
3646	WAV	Bird On A Wire	Leonard Cohen
4832	MP3	Avalanche	Leonard Cohen
11051	OGG	The Future	Leonard Cohen
3741	WAV	Alexandra Leaving	Leonard Cohen
13120	OGG	Walking In Memphis	Marc Cohn
5353	MP3	Hang Me Up to Dry	Cold War Kids
7868	WAV	Something Is Not Right With Me	Cold War Kids
5763	WAV	I've Seen Enough	Cold War Kids
1772	AIF	Clocks	Coldplay
17325	WAV	Politik	Coldplay
6747	OGG	God Put A Smile Upon Your Face	Coldplay
15696	WAV	Viva la Vida	Coldplay
18747	MP3	The Scientist	Coldplay
7536	WAV	Yellow	Coldplay
11806	MP3	What If	Coldplay
12530	MP3	Speed of Sound	Coldplay
5373	MP3	Violet Hill	Coldplay
9513	MP3	Don't Panic	Coldplay
365	OGG	Fix You	Coldplay
16795	MP3	Every Teardrop Is a Waterfall	Coldplay
15230	WAV	Daylight	Coldplay
349	MP3	Cemeteries of London	Coldplay
4686	AIF	Paradise	Coldplay
13336	MP3	Lost!	Coldplay
15607	OGG	Till Kingdom Come	Coldplay
816	WAV	Up in Flames	Coldplay
12310	OGG	Green Eyes	Coldplay
202	WAV	Ghost Story	Coldplay
13927	MP3	Warning Sign	Coldplay
851	WAV	The Hardest Part	Coldplay
19616	AIF	Lovers in Japan / Reign of Love	Coldplay
17428	MP3	Strawberry Swing	Coldplay
1180	MP3	Hurts Like Heaven	Coldplay
8298	WAV	Talk	Coldplay
2814	MP3	Trouble	Coldplay
11606	MP3	Life In Technicolor	Coldplay
5439	MP3	In My Place	Coldplay
18007	MP3	True Love	Coldplay
11375	MP3	O	Coldplay
324	OGG	Moving to Mars	Coldplay
7324	MP3	Perfect Skin	Lloyd Cole and the Commotions
3012	MP3	L-O-V-E	Nat King Cole
5409	WAV	(Get Your Kicks On) Route 66	Nat King Cole
12358	OGG	Nature Boy	Nat King Cole
562	AIF	Smile	Nat King Cole
3023	MP3	Turn	Paul Coleman Trio
14606	MP3	December	Collective Soul
16477	MP3	Run	Collective Soul
11690	MP3	The World I Know	Collective Soul
10920	MP3	Link	Collective Soul
1654	OGG	Shine	Collective Soul
3570	MP3	Gel	Collective Soul
11689	MP3	She Gathers Rain	Collective Soul
3311	WAV	Better Now	Collective Soul
5044	WAV	Forgiveness	Collective Soul
12282	OGG	Hollywood	Collective Soul
18529	OGG	Untitled	Collective Soul
9258	WAV	Simple	Collective Soul
7028	MP3	Heavy	Collective Soul
17445	WAV	Smashing Young Man	Collective Soul
10869	MP3	Listen	Collective Soul
3134	MP3	Where The River Flows	Collective Soul
447	MP3	Both Sides Now	Judy Collins
11046	AIF	Send In the Clowns	Judy Collins
874	WAV	Fix This	The Colourist
5601	MP3	Little Games	The Colourist
4317	WAV	Hot Rod Lincoln	Commander Cody And His Lost Planet Airmen
39	MP3	Three Times a Lady	The Commodores
2572	MP3	Brick House	The Commodores
153	WAV	Not the Kid	Communist Daughter
2515	AIF	Speed Of Sound	Communist Daughter
15056	WAV	Communist Daughter	Neutral Milk Hotel
3086	WAV	(There's No Place Like) Home For The Holidays	Perry Como
1669	AIF	Evanescent	The Comsat Angels
7723	MP3	Web of Sound	The Comsat Angels
11123	WAV	Always Near	The Comsat Angels
9441	MP3	Joey	Concrete Blonde
13284	MP3	TRUE	Concrete Blonde
17477	WAV	Do You Love Me	The Contours
1653	WAV	You Send Me	Sam Cooke
6429	WAV	Cupid	Sam Cooke
13116	AIF	Chain Gang	Sam Cooke
2710	WAV	A Change Is Gonna Come	Sam Cooke
2412	OGG	Bring It On Home To Me	Sam Cooke
10557	WAV	Wonderful World	Sam Cooke
16701	OGG	Another Saturday Night	Sam Cooke
4607	OGG	Only Sixteen	Sam Cooke
17571	MP3	Nothing Can Change This Love	Sam Cooke
16128	WAV	Twistin' The Night Away	Sam Cooke
19387	MP3	Shake	Sam Cooke
15783	MP3	(Your Love Has Lifted Me) Higher and Higher	Rita Coolidge
6144	WAV	Gangsta's Paradise	Coolio feat. L.V.
15128	AIF	Only Women Bleed	Alice Cooper
11551	WAV	I'm Eighteen	Alice Cooper
15581	WAV	Clones (We're All)	Alice Cooper
14219	MP3	School's Out	Alice Cooper
6622	AIF	World Shut Your Mouth	Julian Cope
8846	OGG	Elegant Chaos	Julian Cope
13688	WAV	Greatness And Perfection	Julian Cope
5999	WAV	Bandy's First Jump	Julian Cope
11879	MP3	Head Hang Low	Julian Cope
6485	WAV	Quizmaster	Julian Cope
13115	MP3	Brimful Of AshaNorman Cook Remix	Cornershop
7148	MP3	Mr. Pitiful	Matt Costa
2620	WAV	Pump It Up	Elvis Costello
7518	OGG	Watching The Detectives	Elvis Costello
17523	WAV	Watch Your Step	Elvis Costello
1309	OGG	I Want You	Elvis Costello
620	MP3	Veronica	Elvis Costello
4785	AIF	Oliver's Army	Elvis Costello
1263	MP3	Girls Talk	Elvis Costello
7492	OGG	I Can't Stand Up For Falling Down	Elvis Costello
6686	MP3	Beyond Belief	Elvis Costello
15722	AIF	Radio, Radio	Elvis Costello
17033	MP3	Alison	Elvis Costello
656	AIF	Waiting For The End Of The World	Elvis Costello
10950	WAV	(I Don't Want To Go To) Chelsea  (Alternate Version)	Elvis Costello
19623	WAV	Party Girl	Elvis Costello
13078	WAV	Riot Act	Elvis Costello
19674	AIF	Welcome To The Working Week	Elvis Costello
17160	WAV	Every Day I Write The Book	Elvis Costello
15959	WAV	Accidents Will Happen	Elvis Costello
2424	WAV	I Wanna Be Loved	Elvis Costello
18425	OGG	Lipstick Vogue	Elvis Costello
12369	AIF	A Good Year For The Roses	Elvis Costello
18127	AIF	Shabby Doll	Elvis Costello
123	OGG	(What's So Funny 'Bout) Peace, Love And Understanding	Elvis Costello
15892	WAV	God's Comic	Elvis Costello
17636	MP3	The Only Flame In Town	Elvis Costello
5366	WAV	(The Angels Wanna Wear My) Red Shoes	Elvis Costello
2013	MP3	This Town...	Elvis Costello
16207	MP3	Pads, Paws And Claws	Elvis Costello
2161	AIF	Talking In The Dark	Elvis Costello
983	WAV	Kaleidoscope Machine	Katie Costello
16073	AIF	Johnny, Are You Queer?	Josie Cotton
1932	MP3	Psychotic Reaction	The Count Five
4179	MP3	Rain King	Counting Crows
17376	WAV	Mr. Jones	Counting Crows
19204	AIF	A Long December	Counting Crows
4887	MP3	Round Here	Counting Crows
11028	OGG	Not So Sweet Martha Lorraine	Country Joe & the Fish
11420	WAV	Love Is A Fire	Courrier
913	WAV	Between	Courrier
18475	AIF	Misguided Angel	Cowboy Junkies
6131	AIF	Sweet Jane	Cowboy Junkies
2634	WAV	Blue Moon Revisited (Song For Elvis)	Cowboy Junkies
2505	MP3	Hair	The Cowsills
5491	WAV	Hot Razors In My Heart	Crack the Sky
9325	MP3	Sea epic	Crack The Sky
17062	WAV	All American Boy	Crack the Sky
19593	OGG	I Am the Walrus	Crack the Sky
10386	MP3	Low	Cracker
3611	OGG	Let's Go For A Ride	Cracker
8072	WAV	Get Off This	Cracker
14864	MP3	Movie Star	Cracker
3474	WAV	Eurotrash Girl	Cracker
6005	WAV	Take Me Down To The Infirmary	Cracker
2358	WAV	Sick Of Goodbyes	Cracker
5866	OGG	Teen Angst (What the World Needs Now)	Cracker
10846	OGG	I Want Everything	Cracker
515	OGG	Happy Birthday	Cracker
198	WAV	Kerosene Hat	Cracker
12222	OGG	I See the Light	Cracker
9114	AIF	Another Song About the Rain	Cracker
10523	WAV	Goo Goo Muck	The Cramps
3992	WAV	Linger	The Cranberries
402	WAV	What's on My Mind	The Cranberries
16263	MP3	Dreams	The Cranberries
17772	WAV	Just My Imagination	The Cranberries
14905	OGG	I Still Do	The Cranberries
7315	WAV	Free To Decide	The Cranberries
19467	MP3	Still Can't ....	The Cranberries
12800	OGG	Wanted	The Cranberries
4868	WAV	Waltzing Back	The Cranberries
16757	WAV	Zombie	The Cranberries
5287	MP3	Ode to My Family	The Cranberries
18837	MP3	How	The Cranberries
12904	WAV	Put Me Down	The Cranberries
10323	MP3	MMM MMM MMM MMM	Crash Test Dummies
8822	WAV	The Psychic	Crash Test Dummies
17687	WAV	Superman's Song	Crash Test Dummies
18625	OGG	God Shuffled His Feet	Crash Test Dummies
4324	WAV	Swimming In Your Ocean	Crash Test Dummies
16815	MP3	In The Days Of The Caveman	Crash Test Dummies
6691	MP3	When I Go Out With Artists	Crash Test Dummies
4587	AIF	Two Knights And Maidens	Crash Test Dummies
15987	MP3	How Does A Duck Know	Crash Test Dummies
11754	MP3	Afternoons & Coffeespoons	Crash Test Dummies
9619	WAV	Don't Be Afraid of the Dark	Robert Cray Band
18998	MP3	Acting This Way	Robert Cray Band
10928	WAV	All the Pleasures of the World	The Crayon Fields
8898	WAV	Mirror Ball	The Crayon Fields
16678	OGG	Gimme Gimme Good Lovin	Crazy Elephant
5097	OGG	Sunshine Of Your Love	Cream
7567	MP3	White Room	Cream
17408	MP3	Strange Brew	Cream
1431	WAV	Tales Of Brave Ulysses	Cream
2133	WAV	I'm So Glad	Cream
9851	AIF	Deserted Cities Of The Heart	Cream
4173	MP3	Dance The Night Away	Cream
19470	MP3	As You Said	Cream
4053	MP3	Badge	Cream
17418	MP3	Take It Back	Cream
14205	MP3	I Feel Free	Cream
16546	MP3	Dreaming	Cream
16594	AIF	World of Pain	Cream
8145	MP3	Anyone for Tennis	Cream
1780	WAV	Passing The Time	Cream
2667	MP3	N.S.U.	Cream
15129	WAV	Proud Mary	Creedence Clearwater Revival
3456	WAV	Lodi	Creedence Clearwater Revival
18533	MP3	Fortunate Son	Creedence Clearwater Revival
18440	WAV	I Put A Spell On You	Creedence Clearwater Revival
17383	MP3	Who'll Stop The Rain	Creedence Clearwater Revival
5297	WAV	Susie Q	Creedence Clearwater Revival
11582	WAV	I Heard It Through The Grapevine	Creedence Clearwater Revival
12647	WAV	Someday Never Comes	Creedence Clearwater Revival
3025	MP3	Lookin' Out My Back Door	Creedence Clearwater Revival
11532	MP3	Have You Ever Seen The Rain?	Creedence Clearwater Revival
7539	MP3	Down On The Corner	Creedence Clearwater Revival
6632	WAV	Up Around The Bend	Creedence Clearwater Revival
1498	OGG	Bad Moon Rising	Creedence Clearwater Revival
15429	WAV	Born On The Bayou	Creedence Clearwater Revival
18738	WAV	Travelin' Band	Creedence Clearwater Revival
2007	MP3	Green River	Creedence Clearwater Revival
16743	MP3	Someday, Someway	Marshall Crenshaw
16436	OGG	Time In A Bottle	Jim Croce
10119	WAV	I Got A Name	Jim Croce
4280	MP3	You Don't Mess Around With Jim	Jim Croce
13939	WAV	Operator (That's Not the Way It Feels)	Jim Croce
12201	OGG	I'll Have to Say I Love You In A Song	Jim Croce
16075	MP3	Bad, Bad Leroy Brown	Jim Croce
8566	MP3	Weight	Mikal Cronin
11260	MP3	Suite: Judy Blue Eyes	Crosby, Stills & Nash
4212	MP3	Helplessly Hoping	Crosby, Stills & Nash
11272	OGG	Marrakesh Express	Crosby, Stills & Nash
16663	WAV	Wooden Ships	Crosby, Stills & Nash
7111	MP3	Carried Away	Crosby, Stills & Nash
18916	WAV	Cathedral	Crosby, Stills & Nash
12499	MP3	See the Changes	Crosby, Stills & Nash
715	WAV	Fair Game	Crosby, Stills & Nash
4418	MP3	Long Time Gone	Crosby, Stills & Nash
18510	MP3	Dark Star	Crosby, Stills & Nash
4378	AIF	Guinnevere	Crosby, Stills & Nash
10170	MP3	I Give You Give Blind	Crosby, Stills & Nash
6597	AIF	Shadow Captain	Crosby, Stills & Nash
6407	OGG	Anything at All	Crosby, Stills & Nash
7547	WAV	Southern Cross	Crosby, Stills & Nash
13077	MP3	Cold Rain	Crosby, Stills & Nash
12408	MP3	Just a Song Before I Go	Crosby, Stills & Nash
360	WAV	You Don't Have To Cry	Crosby, Stills & Nash
11450	WAV	Wasted On The Way	Crosby, Stills & Nash
12119	MP3	Teach Your Children	Crosby, Stills, Nash & Young
18860	MP3	Find The Cost Of Freedom	Crosby, Stills, Nash & Young
5537	MP3	Our House	Crosby, Stills, Nash & Young
71	OGG	Woodstock	Crosby, Stills, Nash & Young
14044	WAV	Ohio	Crosby, Stills, Nash & Young
148	MP3	Carry On	Crosby, Stills, Nash & Young
468	MP3	Country Girl	Crosby, Stills, Nash & Young
17139	WAV	Helpless	Crosby, Stills, Nash & Young
7437	WAV	Deja  Vu	Crosby, Stills, Nash & Young
9526	OGG	Almost Cut My Hair	Crosby, Stills, Nash & Young
2102	AIF	American Dream	Crosby, Stills, Nash & Young
11237	WAV	Sailing	Christopher Cross
2005	WAV	Think of Laura	Christopher Cross
6833	WAV	All I Wanna Do	Sheryl Crow
10381	MP3	Leaving Las Vegas	Sheryl Crow
4577	AIF	If It Makes You Happy	Sheryl Crow
15286	MP3	Soak Up The Sun	Sheryl Crow
9060	MP3	Am I Getting Through (Part I & II)	Sheryl Crow
11819	AIF	Better Be Home Soon	Crowded House
18698	AIF	Don't Dream It's Over	Crowded House
15513	MP3	Wholly Yours	David Crowder Band
13298	MP3	Everything Glorious	David Crowder Band
709	WAV	Mysteries of Love	Julee Cruise
18792	WAV	Falling	Julee Cruise
12083	WAV	Vanished	Crystal Castles
16872	OGG	Not In Love (feat. Robert Smith)	Crystal Castles
3401	MP3	And Then He Kissed Me	The Crystals
16109	OGG	He's A Rebel	The Crystals
13567	MP3	Evie	Cub Scouts
7352	WAV	Love	The Cult
5932	WAV	She Sells Sanctuary	The Cult
5184	AIF	Go Outside	Cults
8388	WAV	Why Can't I Be You?	The Cure
7752	MP3	Just Like Heaven	The Cure
17449	OGG	Hot Hot Hot!!!	The Cure
2344	WAV	Catch	The Cure
17219	WAV	A Forest	The Cure
8206	MP3	Killing an Arab	The Cure
16841	WAV	Boys Don’t Cry	The Cure
11140	WAV	Friday I'm In Love	The Cure
11667	OGG	Pictures Of You	The Cure
3351	AIF	Riverdeadbank	Current 93
5972	MP3	Feel The Love	Cut copy
5308	AIF	Lights & Music	Cut Copy
10148	WAV	Red Rubber Ball	The Cyrkle
19266	WAV	Turn Down Day	The Cyrkle
5467	WAV	Let's Dance	Miley Cyrus
13579	WAV	Wishing Well	Terence Trent D'Arby
706	AIF	Sign Your Name	Terence Trent D'Arby
6846	MP3	I'm Leaving It Up To You	Dale & Grace
18737	AIF	Miserlou	Dick Dale And His Del-Tones
14610	OGG	Nothing But Our Love	Dale Earnhardt Jr. Jr.
6663	WAV	Free Me	Roger Daltrey
12239	MP3	Without Your Love	Roger Daltrey
19580	MP3	New Rose	The Damned
13573	OGG	Neat Neat Neat	The Damned
18487	AIF	Lost Again	Dance Hall Crashers
3178	WAV	My Problem	Dance Hall Crashers
19561	MP3	Two Against One (feat. Jack White)	Danger Mouse & Daniele Luppi
1822	OGG	Black (feat. Norah Jones)	Danger Mouse & Daniele Luppi
16876	WAV	The South's Gonna Do It Again	The Charlie Daniels Band
19104	AIF	The Devil Went Down to Georgia	The Charlie Daniels Band
2676	MP3	Long Haired Country Boy	The Charlie Daniels Band
1523	MP3	Uneasy Rider	The Charlie Daniels Band
14365	AIF	Cast It At the Setting Sail	Danielson
521	MP3	At the Hop	Danny & The Juniors - Various Artists
6129	WAV	Rock And Roll Is Here To Stay	Danny & The Juniors
18063	WAV	How the Gods Kill	Danzig
12895	WAV	Mack The Knife	Bobby Darin
17015	MP3	Black Coffee	Bobby Darin
19136	WAV	If I Were A Carpenter	Bobby Darin
11273	MP3	Dream Lover	Bobby Darin
3406	MP3	Beyond The Sea	Bobby Darin
646	AIF	Jealous Enemies	Dark Captain Light Captain
1614	WAV	The Hot Pastrami	The Dartells
16345	MP3	Stolen	Dashboard Confessional
17659	WAV	It's Not Over	Daughtry
14506	OGG	So What	Miles Davis
1638	MP3	The End of the World	Skeeter Davis
19849	WAV	Gimme Some Lovin'	The Spencer Davis Group
2220	WAV	I'm a Man	The Spencer Davis Group
2838	OGG	A Little Bit Of Everything	Dawes
14821	WAV	Rockin' Robin	Bobby Day
15193	WAV	Jesus Freak	dc Talk
12319	MP3	Sonic Reducer	Dead Boys
2538	MP3	Holiday In Cambodia	Dead Kennedys
5474	WAV	You Spin Me Round (Like a Record)	Dead or Alive
15848	AIF	The Difference Between Us	The Dead Weather
15767	MP3	Professional Griefers (Vocal Mix)	Deadmau5
17157	MP3	In The Garden	Billy Dean and Susan Ashton
3051	WAV	Big Bad John	Jimmy Dean
4730	WAV	The Lake And The River	The Dear Hunter
13460	MP3	Evicted	The Dear Hunter
7074	WAV	You Are A Tourist	Death Cab For Cutie
14301	WAV	Soul Meets Body	Death Cab For Cutie
9697	WAV	I Will Follow You Into The Dark	Death Cab For Cutie
2318	AIF	Stay Young, Go Dancing	Death Cab For Cutie
5670	MP3	The Infanta	The Decemberists
16006	MP3	We Both Go Down Together	The Decemberists
1733	OGG	The Hazards Of Love 2 (Wager All)	The Decemberists
341	WAV	16 Military Wives	The Decemberists
19497	MP3	O Valencia!	The Decemberists
4322	WAV	A Record Year for Rainfall	The Decemberists
2191	WAV	Calamity Song	The Decemberists
8745	WAV	Down By The Water	The Decemberists
11937	MP3	This Is Why We Fight	The Decemberists
6832	MP3	The Crane Wife 3	The Decemberists
11587	WAV	Smoke On The Water	Deep Purple
2493	OGG	Hush	Deep Purple
14769	WAV	Woman From Tokyo	Deep Purple
2367	AIF	Highway Star	Deep Purple
19496	MP3	Child In Time	Deep Purple
7610	OGG	April	Deep Purple
14790	WAV	Miss K.	Deer Tick
9071	OGG	Revival	Deerhunter
18712	OGG	Never Stops	Deerhunter
3886	WAV	Helicopter	Deerhunter
2651	MP3	Fluorescent Grey	Deerhunter
12854	WAV	Desire Lines	Deerhunter
8262	MP3	Jealous Guy	Deftones
803	WAV	Cheyenne	The Del Lords
5290	WAV	National Anthem	Lana Del Rey
6881	MP3	Summertime Sadness	Lana Del Rey
4885	MP3	Young and Beautiful	Lana Del Rey
8346	MP3	American	Lana Del Rey
2451	MP3	Ride	Lana Del Rey
4727	MP3	Dark Paradise	Lana Del Rey
15452	AIF	Video Games	Lana Del Rey
9871	MP3	Born To Die	Lana Del Rey
19818	WAV	Body Electric	Lana Del Rey
12053	OGG	Blue Jeans	Lana Del Rey
9599	MP3	Black Beauty	Lana Del Rey
18453	MP3	Bel Air	Lana Del Rey
19802	WAV	Florida Kilos	Lana Del Rey
5405	OGG	Radio	Lana Del Rey
18422	OGG	Off To The Races	Lana Del Rey
15663	WAV	Lucky Ones	Lana Del Rey
14353	MP3	West Coast	Lana Del Rey
15691	WAV	Come Go With Me	The Del Vikings
8034	WAV	Last Time Around	The Del Vetts
1036	WAV	Shout To The North	Delerious
7103	WAV	Accused Of Stealing	The Delgados
9252	MP3	The Light Before We Land	The Delgados
11131	MP3	All Rise	The Delgados
11507	MP3	Make Your Move	The Delgados
5027	OGG	Aye Today	The Delgados
2158	WAV	All You Need Is Hate	The Delgados
5343	WAV	I Fought the Angels	The Delgados
19907	AIF	Never Look At The Sun	The Delgados
3361	WAV	Thirteen Guiding Principles	The Delgados
12874	MP3	Keep On Breathing	The Delgados
3226	MP3	Bits of Bone	The Delgados
8054	WAV	Coming In From The Cold	The Delgados
7293	MP3	If This Is A Plan	The Delgados
1955	MP3	Favours	The Delgados
2375	AIF	Come Undone	The Delgados
13757	OGG	Passing Out Pieces	Mac DeMarco
2769	AIF	It Suits Me Well	Sandy Denny
2751	WAV	Annie's Song	John Denver
15430	WAV	Fly Away	John Denver
14132	MP3	Calypso	John Denver
8243	WAV	No One Does It Like You	Department Of Eagles
14532	MP3	I Want	Department S
7129	MP3	Enjoy The Silence	Depeche Mode
6936	WAV	Just Can't Get Enough	Depeche Mode
19789	AIF	Everything Counts	Depeche Mode
10240	WAV	Personal Jesus	Depeche Mode
19080	AIF	Policy Of Truth	Depeche Mode
8296	MP3	Layla	Derek & the Dominoes
8199	MP3	I Looked Away	Derek & the Dominoes
444	WAV	It's Too Late	Derek & the Dominoes
17841	WAV	Bell Bottom Blues	Derek & the Dominoes
4266	MP3	Little Wing	Derek & the Dominoes
1363	MP3	Key To The Highway	Derek & the Dominoes
13898	MP3	Thorn Tree In The Garden	Derek & the Dominoes
8399	WAV	English Music	Destroyer
2574	WAV	This Night	Destroyer
8415	OGG	Don't Become the Thing You Hated	Destroyer
1281	WAV	Key	Devics
6791	MP3	Just One Breath	Devics
16124	WAV	Whip It	Devo
2532	WAV	Mongoloid	Devo
12779	MP3	Jerkin' Back And Forth	Devo
5309	MP3	Beautiful World	Devo
19978	MP3	(I Can't Get Me No) Satisfaction	Devo
12009	WAV	Rainy Season	Howard Devoto
102	WAV	Come on Eileen	Dexy's Midnight Runners
11166	AIF	I Am... I Said	Neil Diamond
14172	AIF	Holly Holy (Live Version)	Neil Diamond
2128	MP3	Cherry, Cherry	Neil Diamond
8080	MP3	Stones	Neil Diamond
3690	WAV	Shilo	Neil Diamond
2319	OGG	Play Me	Neil Diamond
